tconst,Actors_names,averageRating,startYear,runtimeMinutes,title,language,tmdb_id,original_title,overview,popularity,poster_path,production_countries,spoken_languages,production_companies_name,genres,Keywords,actors,mots
tt0042742,HowardSt.John EdmundGwenn BurtLancaster DorothyMcGuire MillardMitchell MinorWatson HughSanders JamesMillican RicoAlaniz EdmundGoulding,7.0,1950,90,Mister 880,en,102144,Mister 880,"The Skipper is a charming old man loved by all his neighbors. What they don't know is that he is also Mr. 880, an amateurish counterfeiter who has amazingly managed to elude the Secret Service for 20 years.",3.45,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/aEYs8GpSqpssqPWaIS9XXOBeY8o.jpg,['US'],"es,en",['20th Century Fox'],"Comedy,Romance,Crime",counterfeiter,"Howard St. John, Edmund Gwenn, Burt Lancaster, Dorothy McGuire, Millard Mitchell, Minor Watson, Hugh Sanders, James Millican, Rico Alaniz, Edmund Goulding",Comedy Romance Crime counterfeiter en es en HowardSt.John EdmundGwenn BurtLancaster DorothyMcGuire MillardMitchell MinorWatson HughSanders JamesMillican RicoAlaniz EdmundGoulding
tt0042752,JamesHayter KathleenHarrison FelixAylmer LanaMorris MichaelHordern GlynHouston EliotMakeham HenryEdwards AnneCrawford NigelPatrick KenAnnakin HaroldFrench,7.1,1950,91,Trio,en,134168,Trio,W. Somerset Maugham introduces three more of his stories about human foibles.,1.541,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/m5ztt54iNaSCxJUwkpDuynARLGz.jpg,['GB'],en,"['Gainsborough Pictures', 'The Rank Organisation']","Romance,Drama",anthology,"James Hayter, Kathleen Harrison, Felix Aylmer, Lana Morris, Michael Hordern, Glyn Houston, Eliot Makeham, Henry Edwards, Anne Crawford, Nigel Patrick, Ken Annakin, Harold French",Romance Drama anthology en en JamesHayter KathleenHarrison FelixAylmer LanaMorris MichaelHordern GlynHouston EliotMakeham HenryEdwards AnneCrawford NigelPatrick KenAnnakin HaroldFrench
tt0042767,BettyGrable DanDailey DavidWayne JaneWyatt MitziGaynor UnaMerkel DonHicks LouiseBeavers LauraPierpont HarrySeymour HenryKoster,6.2,1950,96,My Blue Heaven,en,76011,My Blue Heaven,"Radio star Kitty Moran, long married to partner Jack, finds she's pregnant, but miscarries. For a change, the couple turn their act into a series on early TV and try to adopt a baby. Finally they acquiring a girl in a somewhat back alley manner.",1.474,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/sJI3ENrXdYuqYG1YQ664FrSeBSr.jpg,['US'],en,['20th Century Fox'],"Musical,Drama,Music",musical,"Betty Grable, Dan Dailey, David Wayne, Jane Wyatt, Mitzi Gaynor, Una Merkel, Don Hicks, Louise Beavers, Laura Pierpont, Harry Seymour, Henry Koster",Musical Drama Music musical en en BettyGrable DanDailey DavidWayne JaneWyatt MitziGaynor UnaMerkel DonHicks LouiseBeavers LauraPierpont HarrySeymour HenryKoster
tt0042779,LouisCalhern RobertZ.Leonard ScottyBeckett AnnSothern JanePowell BarrySullivan CarmenMiranda FortunioBonanova GlennAnders NellaWalker HansConried,6.4,1950,100,Nancy Goes to Rio,en,130900,Nancy Goes to Rio,"Mother and daughter compete over same singing role and, unbeknownst to each other, the same man.",1.301,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/4JEm4U5wOItbObMc3EyDmI0SdAm.jpg,['US'],en,['Metro-Goldwyn-Mayer'],"Comedy,Romance,Musical,Music","rio de janeiro,musical","Louis Calhern, Robert Z. Leonard, Scotty Beckett, Ann Sothern, Jane Powell, Barry Sullivan, Carmen Miranda, Fortunio Bonanova, Glenn Anders, Nella Walker, Hans Conried",Comedy Romance Musical Music rio de janeiro musical en en LouisCalhern RobertZ.Leonard ScottyBeckett AnnSothern JanePowell BarrySullivan CarmenMiranda FortunioBonanova GlennAnders NellaWalker HansConried
tt0042819,JaneWyatt AnnBlyth FarleyGranger JoanEvans AnnDvorak DonaldCook NatalieWood GusSchilling PhyllisKirk JessicaGrayson DavidMiller,6.7,1950,93,Celle de nulle part,fr,97332,Our Very Own,"During a heated argument with her sister Joan, Gail discovers the shocking news that she is adopted. With the reluctant support of her adoptive parents and baby sister Penny, Gail goes in search of her biological mother and true identity.",0.921,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/pXbZVZVQUOLGtbLr2ezuDvJfX1B.jpg,['US'],en,['Samuel Goldwyn Productions'],"Romance,Drama","biological mother,adopted","Jane Wyatt, Ann Blyth, Farley Granger, Joan Evans, Ann Dvorak, Donald Cook, Natalie Wood, Gus Schilling, Phyllis Kirk, Jessica Grayson, David Miller",Romance Drama biological mother adopted fr en JaneWyatt AnnBlyth FarleyGranger JoanEvans AnnDvorak DonaldCook NatalieWood GusSchilling PhyllisKirk JessicaGrayson DavidMiller
tt0042825,ArleneDahl JeffCorey RamonNovarro BarrySullivan JoelMcCrea ClaudeJarmanJr. JamesWhitmore TeddeCorsia MartinGarralaga DorothyAdams RoyRowland,6.1,1950,93,Le Convoi maudit,fr,134459,The Outriders,"Late in the Civil War, three Confederate soldiers escape from a Union prison camp in Missouri. They soon fall into the hands of pro-Confederate raiders, who force them to act as ""outriders"" (escorts) for a civilian wagon train that will be secretly transporting Union gold from Santa Fe, New Mexico, to St. Louis, Missouri. The three men are to lead the wagons into a raider trap in Missouri, but one of them starts to have misgivings....",2.684,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/tj4rnCtmu7vbvlWMJA9sFDThPJK.jpg,['US'],en,['Metro-Goldwyn-Mayer'],Western,"new mexico,confederate raiders","Arlene Dahl, Jeff Corey, Ramon Novarro, Barry Sullivan, Joel McCrea, Claude Jarman Jr., James Whitmore, Ted de Corsia, Martin Garralaga, Dorothy Adams, Roy Rowland",Western new mexico confederate raiders fr en ArleneDahl JeffCorey RamonNovarro BarrySullivan JoelMcCrea ClaudeJarmanJr. JamesWhitmore TeddeCorsia MartinGarralaga DorothyAdams RoyRowland
tt0042895,J.CarrolNaish ClaudeJarmanJr. JohnWayne MaureenO'Hara BenJohnson HarryCareyJr. ChillWills VictorMcLaglen GrantWithers JohnFord,7.0,1950,105,Rio Grande,fr,11617,Rio Grande,"Lt. Col. Kirby Yorke is posted on the Texas frontier to defend settlers against depredations of marauding Apaches. Col. Yorke is under considerable stress by a serious shortage of troops of his command. Tension is added when Yorke's son (whom he hasn't seen in fifteen years), Trooper Jeff Yorke, is one of 18 recruits sent to the regiment.",11.22,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/zYoK2RkBCmyhIV6UUb6EZLqxmZq.jpg,['US'],en,"['Republic Pictures', 'Argosy Pictures']","Romance,Western,Drama","texas,settler,apache nation,usa–mexico border,black and white,father son relationship","J. Carrol Naish, Claude Jarman Jr., John Wayne, Maureen O'Hara, Ben Johnson, Harry Carey Jr., Chill Wills, Victor McLaglen, Grant Withers, John Ford",Romance Western Drama texas settler apache nation usa–mexico border black and white father son relationship fr en J.CarrolNaish ClaudeJarmanJr. JohnWayne MaureenO'Hara BenJohnson HarryCareyJr. ChillWills VictorMcLaglen GrantWithers JohnFord
tt0042906,AntonWalbrook SimoneSignoret SergeReggiani SimoneSimon DanielGélin DanielleDarrieux FernandGravey OdetteJoyeux Jean-LouisBarrault IsaMiranda MaxOphüls,7.5,1950,93,La Ronde,en,50030,La Ronde,"An all-knowing interlocutor guides us through a series of affairs in Vienna, 1900. A soldier meets an eager young lady of the evening. Later he has an affair with a young lady, who becomes a maid and does similarly with the young man of the house. The young man seduces a married woman. On and on, spinning on the gay carousel of life.",5.851,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/qdIEaJCUFYPQmh5NiroJW654uyP.jpg,['FR'],fr,['Films Sacha Gordine'],"Comedy,Romance,Drama",,"Anton Walbrook, Simone Signoret, Serge Reggiani, Simone Simon, Daniel Gélin, Danielle Darrieux, Fernand Gravey, Odette Joyeux, Jean-Louis Barrault, Isa Miranda, Max Ophüls",Comedy Romance Drama  en fr AntonWalbrook SimoneSignoret SergeReggiani SimoneSimon DanielGélin DanielleDarrieux FernandGravey OdetteJoyeux Jean-LouisBarrault IsaMiranda MaxOphüls
tt0042915,JohnMcIntire JimmyHunt JoelMcCrea WandaHendrix JohnRussell JeanetteNolan RussellSimpson EdBegley OrleyLindgren GordonGebert HugoFregonese,6.9,1950,90,Le vagabond et les lutins,fr,132335,Saddle Tramp,"Carefree Chuck Connor is on his way west and stops off to see an old friend and his four lads. When his host is killed in a riding accident Chuck realises he must take care of the family. They hit the road and he takes a job on a ranch, but he has to keep the children hidden as his boss hates kids. There's also tension with the neighbouring ranch, and when a girl on the run from her nasty uncle joins the family unannounced Chuck wonders what he has done to deserve all this.",2.222,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/eQVbkLOaNCmPptiOIbQY6BPK11r.jpg,['US'],en,['Universal International Pictures'],"Western,Drama",ranch,"John McIntire, Jimmy Hunt, Joel McCrea, Wanda Hendrix, John Russell, Jeanette Nolan, Russell Simpson, Ed Begley, Orley Lindgren, Gordon Gebert, Hugo Fregonese",Western Drama ranch fr en JohnMcIntire JimmyHunt JoelMcCrea WandaHendrix JohnRussell JeanetteNolan RussellSimpson EdBegley OrleyLindgren GordonGebert HugoFregonese
tt0042947,FortunioBonanova JoanFontaine JosephCotten FrançoiseRosay JessicaTandy RobertArthur JimmyLydon GraziaNarciso AnnaDemetrio LouSteele WilliamDieterle,6.8,1950,104,September Affair,en,90746,September Affair,"An industrialist and a pianist meet on a trip and fall in love. Through a quirk of fate, they are reported dead in a crash though they weren't on the plane. This gives them the opportunity to live together free from their previous lives. Unfortunately, this artificial arrangement leads to greater and greater stress. Eventually the situation collapses when they come to pursue their original, individual interests without choosing a common path.",2.798,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/6ebUz4EzehOpOdZFI2EaMpknUuy.jpg,['US'],en,['Hal Wallis Productions'],"Romance,Drama","capri,florence, italy,pianist","Fortunio Bonanova, Joan Fontaine, Joseph Cotten, Françoise Rosay, Jessica Tandy, Robert Arthur, Jimmy Lydon, Grazia Narciso, Anna Demetrio, Lou Steele, William Dieterle",Romance Drama capri florence  italy pianist en en FortunioBonanova JoanFontaine JosephCotten FrançoiseRosay JessicaTandy RobertArthur JimmyLydon GraziaNarciso AnnaDemetrio LouSteele WilliamDieterle
tt0042949,BarryJones AndréMorell OliveSloane SheilaManahan HughCross JoanHickson RonaldAdam MarieNey WyndhamGoldie RussellWaters JohnBoulting RoyBoulting,7.0,1950,94,Seven Days to Noon,en,46932,Seven Days to Noon,"An English scientist runs away from a research center with an atomic bomb. In a letter sent to the British Prime Minister he threatens to blow up the center of London if the Government don't announce the end of any research in this field within a week. Special agents from Scotland Yard try to stop him, with help from the scientist's assistant future son-in-law to find and stop the mad man.",2.909,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/aDvEMfWqgCzMMBwKp1J2GashTga.jpg,['GB'],en,['London Films Productions'],"Drama,Thriller","atomic bomb,scotland yard","Barry Jones, André Morell, Olive Sloane, Sheila Manahan, Hugh Cross, Joan Hickson, Ronald Adam, Marie Ney, Wyndham Goldie, Russell Waters, John Boulting, Roy Boulting",Drama Thriller atomic bomb scotland yard en en BarryJones AndréMorell OliveSloane SheilaManahan HughCross JoanHickson RonaldAdam MarieNey WyndhamGoldie RussellWaters JohnBoulting RoyBoulting
tt0042994,MarleneDietrich JaneWyman RichardTodd MichaelWilding AlastairSim SybilThorndike KayWalsh MilesMalleson HectorMacGregor JoyceGrenfell AlfredHitchcock,7.0,1950,110,Alfred Hitchcock's Stage Fright,en,1978,Stage Fright,A struggling actress tries to help a friend prove his innocence when he's accused of murdering the husband of a high-society entertainer.,7.898,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/l43OTqhib8do1WwXig8JI8Y68Fd.jpg,['GB'],en,['Warner Bros. Pictures'],"Film-Noir,Thriller,Mystery","london, england,based on novel or book,lover,black and white,maid,doll,extramarital affair,impersonation,london theater district,stage performance,accused of murder,shooting gallery,stage actress","Marlene Dietrich, Jane Wyman, Richard Todd, Michael Wilding, Alastair Sim, Sybil Thorndike, Kay Walsh, Miles Malleson, Hector MacGregor, Joyce Grenfell, Alfred Hitchcock",Film-Noir Thriller Mystery london  england based on novel or book lover black and white maid doll extramarital affair impersonation london theater district stage performance accused of murder shooting gallery stage actress en en MarleneDietrich JaneWyman RichardTodd MichaelWilding AlastairSim SybilThorndike KayWalsh MilesMalleson HectorMacGregor JoyceGrenfell AlfredHitchcock
tt0043012,GeneKelly HansConried JudyGarland EddieBracken GloriaDeHaven MarjorieMain PhilSilvers RayCollins NitaBieber CarletonCarpenter CharlesWalters,7.1,1950,108,If You Feel Like Singing,en,43390,Summer Stock,"To Jane Falbury's New England farm comes a troup of actors to put up a show, invited by Jane's sister. At first reluctant she has them do farm chores in exchange for food. Her reluctance becomes attraction when she falls in love with the director, Joe, who happens to be her sister's fiance.",3.718,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/akCdZrlDIoIRXbL8rZOoHFxSkWY.jpg,['US'],en,['Metro-Goldwyn-Mayer'],"Romance,Musical,Music","farm,barn,musical,new england","Gene Kelly, Hans Conried, Judy Garland, Eddie Bracken, Gloria DeHaven, Marjorie Main, Phil Silvers, Ray Collins, Nita Bieber, Carleton Carpenter, Charles Walters",Romance Musical Music farm barn musical new england en en GeneKelly HansConried JudyGarland EddieBracken GloriaDeHaven MarjorieMain PhilSilvers RayCollins NitaBieber CarletonCarpenter CharlesWalters
tt0043030,GordonMacRae S.Z.Sakall GeneNelson DavidButler DorisDay EveArden BillyDeWolfe BillGoodwin PatriceWymore VirginiaGibson GeorgeBaxter,6.5,1950,98,"No, No, Nanette",fr,33117,Tea for Two,"In this reworking of ""No, No, Nanette,"" wealthy heiress Nanette Carter bets her uncle $25,000 that she can say ""no"" to everything for 48 hours. If she wins, she can invest the money in a Broadway show featuring songs written by her beau, and of course, in which she will star. Trouble is, she doesn't realize her uncle's been wiped out by the Stock Market crash.",1.986,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/8qeQo1oSoA2C2uBq1av910MHHjC.jpg,['US'],en,['Warner Bros. Pictures'],"Comedy,Romance,Musical,Music","dancer,musical,wealth,heiress,stock market crash","Gordon MacRae, S.Z. Sakall, Gene Nelson, David Butler, Doris Day, Eve Arden, Billy De Wolfe, Bill Goodwin, Patrice Wymore, Virginia Gibson, George Baxter",Comedy Romance Musical Music dancer musical wealth heiress stock market crash fr en GordonMacRae S.Z.Sakall GeneNelson DavidButler DorisDay EveArden BillyDeWolfe BillGoodwin PatriceWymore VirginiaGibson GeorgeBaxter
tt0043044,ArleneDahl RichardThorpe KeenanWynn DebbieReynolds GloriaDeHaven FredAstaire Vera-Ellen RedSkelton GaleRobbins PhilRegan HarryShannon,6.9,1950,102,Trois petits mots,fr,42767,Three Little Words,"Song-and-dance man Bert Kalmar can't continue his stage career after an injury for while, so he has to earn his money as a lyricst. Per chance he meets composer Harry Ruby and their first song is a hit. Ruby gets Kalmar to marry is former partner Jessie Brown, and Kalmar and Jessie prevent Ruby from getting married to the wrong girls. But due to the fact, that Ruby has caused a backer's withdrawal for a Kalmar play, they end their relation.",2.797,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/7O9keBF6bcKKAAD05LqT382z837.jpg,['US'],en,['Metro-Goldwyn-Mayer'],"Comedy,Romance,Musical,Biography,Music","musical,biography,songwriter","Arlene Dahl, Richard Thorpe, Keenan Wynn, Debbie Reynolds, Gloria DeHaven, Fred Astaire, Vera-Ellen, Red Skelton, Gale Robbins, Phil Regan, Harry Shannon",Comedy Romance Musical Biography Music musical biography songwriter fr en ArleneDahl RichardThorpe KeenanWynn DebbieReynolds GloriaDeHaven FredAstaire Vera-Ellen RedSkelton GaleRobbins PhilRegan HarryShannon
tt0043046,ArthurHunnicutt ConnieGilchrist DanDailey AnneBaxter RoryCalhoun WalterBrennan CharlesKemper WillWright ChiefYowlachie VictorSenYung RichardSale,6.1,1950,90,Le petit train du Far West,fr,136772,A Ticket to Tomahawk,"A cowboy is hired by a stagecoach boss to stop the railroad reaching his territory and putting him out of business. He uses everything from Indians to dancehall girls to try to thwart the plan. But the railroad workers, led by a female sharpshooter and an ambitious salesman, prove tough customers.",3.536,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/yUR3KtvCT80ZMHUjpPBNazMEHHM.jpg,['US'],"en,zh",['20th Century Fox'],"Comedy,Western,Music","musical,train,sharpshooter,cowboy,showgirl,tomahawk,chinese man,female empowerment,racist stereotype,dance hall girl,musical comedy,western comedy","Arthur Hunnicutt, Connie Gilchrist, Dan Dailey, Anne Baxter, Rory Calhoun, Walter Brennan, Charles Kemper, Will Wright, Chief Yowlachie, Victor Sen Yung, Richard Sale",Comedy Western Music musical train sharpshooter cowboy showgirl tomahawk chinese man female empowerment racist stereotype dance hall girl musical comedy western comedy fr en zh ArthurHunnicutt ConnieGilchrist DanDailey AnneBaxter RoryCalhoun WalterBrennan CharlesKemper WillWright ChiefYowlachie VictorSenYung RichardSale
tt0043052,BarbaraStanwyck WillGeer ClarkGable AdolpheMenjou RolandWinters LelaBliss EmoryParnell FrankJenks HelenSpring ClarenceBrown,6.2,1950,91,To Please a Lady,en,168045,To Please a Lady,"Mike Brannon is a former war hero turned midget car racer. His ruthless racing tactics have made him successful but the fans consider him a villain and boo him mercilessly. Independent, beautiful reporter Regina Forbes tries to interview him but is put off by his gruff chauvinism, and when Brannon's daredevil tactics cause the death of a fellow driver, he finds himself a pariah in the sport thanks to her articles. When she finds him earning money as a barnstorming daredevil driver hoping for a comeback, they begin to become mutually attracted.",2.292,https://media.themoviedb.org/t/p/w300_and_h450_bestv2/aZ9uaQO3OVcFeLZ9n2pvKPU7MHX.jpg,['US'],en,['Metro-Goldwyn-Mayer'],"Romance,Action,Sport",car race,"Barbara Stanwyck, Will Geer, Clark Gable, Adolphe Menjou, Roland Winters, Lela Bliss, Emory Parnell, Frank Jenks, Helen Spring, Clarence Brown",Romance Action Sport car race en en BarbaraStanwyck WillGeer ClarkGable AdolpheMenjou RolandWinters LelaBliss EmoryParnell FrankJenks HelenSpring ClarenceBrown
